source,site,lat,lon,depth_m,temp_c,year,elev_m,gtnp_id
PERMOS,RIT_0102,46.1747,7.8498,14.0,-0.2676,2010.0,2634.0,CH 15
PERMOS,RIT_0102,46.1747,7.8498,7.0,-1.01711,2006.0,2634.0,CH 15
PERMOS,RIT_0102,46.1747,7.8498,6.0,-0.53243,2009.0,2634.0,CH 15
PERMOS,RIT_0102,46.1747,7.8498,11.0,-0.04361,2018.0,2634.0,CH 15
PERMOS,RIT_0102,46.1747,7.8498,8.0,-0.44201,2015.0,2634.0,CH 15
PERMOS,RIT_0102,46.1747,7.8498,4.5,-0.77567,2007.0,2634.0,CH 15
PERMOS,LAP_0198,46.1061,7.2843,3.6,0.66986,2022.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,9.5,-0.14713,2011.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,16.0,-0.09228,2012.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,16.0,-0.09295,2011.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,9.5,-0.07916,2019.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,19.6,-0.02281,2012.0,2500.0,CH 08
PERMOS,SCH_5200,46.5583,7.8344,2.0,0.5128,2018.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,2.5,-0.08858,2005.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,5.0,-0.01881,2017.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,3.0,0.09114,2017.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,5.0,-0.40233,2008.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,2.5,-0.02076,2014.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,2.5,0.09078,2016.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,12.0,-0.33522,2010.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,12.0,-0.18845,2016.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,4.0,0.42813,2023.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,5.0,-0.10483,2015.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,87.0,-0.19422,2003.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,77.0,-0.35132,2008.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,62.0,-0.24357,2016.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,22.0,-0.37857,2013.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,72.0,-0.1903,2014.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,22.0,-0.13794,2023.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,87.0,-0.07752,2012.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,77.0,-0.21609,2013.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,52.0,-0.25911,2013.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,87.0,-0.30495,2005.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,42.0,-0.40375,2013.0,2909.296,CH 20
PERMOS,LAP_0198,46.1061,7.2843,0.7,0.46593,2000.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,0.7,1.0427,2017.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,1.7,0.48652,2004.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,1.7,1.22351,2018.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,0.7,0.5083,2016.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,8.0,-0.08961,2017.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,3.15,0.82153,2018.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,11.1,-0.09846,2018.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,6.7,-0.0363,2015.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,6.7,-0.06453,2017.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,9.5,-0.0916,2018.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,9.5,-0.09811,2017.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,4.5,0.22538,2019.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,11.1,-0.14888,2010.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,5.6,-0.01125,2015.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,11.1,-0.20273,2008.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,13.5,-0.08285,2017.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,3.6,0.3372,2003.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,2.45,1.18718,2003.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,5.6,-0.03163,2021.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,2.45,0.35686,2000.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,5.6,0.01371,2018.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,5.0,-0.08617,2010.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,16.0,-0.0921,2010.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,3.15,0.15511,2021.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,9.5,-0.15577,2010.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,13.5,-0.08346,2018.0,2500.0,CH 08
PERMOS,SCH_5200,46.5583,7.8344,7.0,-0.26079,2005.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,17.0,-0.35611,2015.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,2.5,0.54964,2021.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,2.0,-0.04968,2004.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,2.5,0.92653,2023.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,12.0,-0.23195,2015.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,2.0,0.49354,2019.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,4.0,-0.15558,2016.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,2.0,0.94482,2023.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,87.0,0.22452,2022.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,42.0,-0.2331,2019.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,22.0,-0.21869,2018.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,62.0,-0.30044,2015.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,52.0,-0.40489,2008.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,22.0,-0.42682,2010.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,82.0,-0.1855,2017.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,32.0,-0.23721,2020.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,82.0,-0.17103,2020.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,82.0,-0.22739,2012.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,32.0,-0.45828,2009.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,87.0,0.12833,2019.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,3.5,-0.30156,2007.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,7.0,-0.16962,2012.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,87.0,-0.09417,2013.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,32.0,-0.22118,2021.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,22.0,-0.51633,2003.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,22.0,-0.18449,2020.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,32.0,-0.2838,2017.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,87.0,-0.27113,2008.0,2909.296,CH 20
PERMOS,GEN_0102,46.0837,7.3025,2.3,-0.3881,2003.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,2.3,-0.53158,2004.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,2.3,-0.93314,2005.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,2.3,-1.3901,2006.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,2.3,-0.8363,2007.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,2.3,-0.29214,2009.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,2.3,-0.33107,2010.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,3.6,-0.49256,2003.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,3.6,-0.51387,2004.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,3.6,-0.81321,2005.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,3.6,-1.20748,2006.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,3.6,-0.89503,2007.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,3.6,-0.37721,2009.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,3.6,-0.35297,2010.0,2888.0,CH 07
PERMOS,LAP_0198,46.1061,7.2843,0.7,0.66245,2011.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,1.7,0.54628,2000.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,0.7,1.01955,2019.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,1.7,1.12412,2017.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,5.6,0.00114,2019.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,8.0,-0.08106,2018.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,18.0,-0.03119,2016.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,3.15,0.8323,2020.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,3.6,0.68149,2020.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,6.7,-0.05539,2018.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,5.0,0.12392,2019.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,18.0,-0.07568,2022.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,4.5,0.39959,2023.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,3.15,-0.8195,2006.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,5.0,0.04133,2016.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,4.5,0.33128,2018.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,2.45,0.29728,2012.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,3.6,-0.90166,2006.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,18.0,-0.05717,2010.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,4.5,0.03152,2021.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,9.5,-0.11419,2013.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,1.7,1.23032,2015.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,18.0,-0.06602,2021.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,13.5,-0.08287,2020.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,18.0,-0.034,2015.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,2.8,0.4451,2004.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,19.6,-0.01947,2011.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,2.8,0.37284,2008.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,4.05,0.05357,2010.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,4.5,0.00564,2004.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,19.6,-0.03431,2017.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,6.7,-0.05246,2019.0,2500.0,CH 08
PERMOS,SCH_5200,46.5583,7.8344,3.5,-0.21004,2006.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,2.5,0.02771,2013.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,12.0,-0.04691,2021.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,12.0,-0.33547,2006.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,12.0,-0.26837,2013.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,17.0,-0.42781,2004.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,12.0,-0.26966,2012.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,17.0,-0.41381,2006.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,2.0,0.62289,2020.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,2.5,-0.45579,2008.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,9.0,-0.3496,2010.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,82.0,-0.26451,2013.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,52.0,-0.11829,2017.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,72.0,-0.19904,2013.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,62.0,-0.08799,2023.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,32.0,-0.48929,2006.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,42.0,-0.18985,2022.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,62.0,-0.17172,2018.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,22.0,-0.18775,2019.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,77.0,-0.21048,2012.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,52.0,-0.24391,2014.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,42.0,-0.53606,2003.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,72.0,-0.12144,2016.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,52.0,-0.02925,2022.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,62.0,-0.41346,2004.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,87.0,-0.20207,2011.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,3.0,-0.10155,2004.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,9.0,0.12915,2021.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,17.0,-0.26247,2017.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,3.5,0.00571,2016.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,4.0,-0.34411,2006.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,2.5,-0.04381,2004.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,7.0,-0.42254,2008.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,3.5,-0.19124,2003.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,12.0,-0.12932,2018.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,7.0,0.38025,2023.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,7.0,0.15296,2020.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,2.5,0.02346,2003.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,52.0,-0.42079,2007.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,87.0,0.25768,2023.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,72.0,-0.02878,2019.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,82.0,-0.18455,2018.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,72.0,-0.31952,2006.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,52.0,-0.22904,2015.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,72.0,-0.2994,2004.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,87.0,-0.08021,2015.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,42.0,-0.46267,2007.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,52.0,-0.06715,2020.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,72.0,-0.18954,2012.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,87.0,-0.28689,2006.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,42.0,-0.37309,2015.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,62.0,-0.3219,2013.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,72.0,-0.30284,2008.0,2909.296,CH 20
PERMOS,LAP_0198,46.1061,7.2843,9.5,-0.0706,2021.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,3.6,0.09654,2021.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,6.7,-0.52083,2006.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,3.15,0.2551,2010.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,2.8,0.69848,2009.0,2500.0,CH 08
PERMOS,SCH_5200,46.5583,7.8344,3.0,-0.05499,2013.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,4.0,-0.25251,2012.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,4.0,0.1708,2020.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,3.5,-0.10562,2012.0,2909.296,CH 20
PERMOS,GEN_0102,46.0837,7.3025,0.0,-1.88976,2005.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,0.0,-2.40044,2006.0,2888.0,CH 07
PERMOS,SCH_5200,46.5583,7.8344,7.0,-0.33339,2007.0,2909.296,CH 20
PERMOS,GEN_0102,46.0837,7.3025,0.0,-1.05929,2007.0,2888.0,CH 07
PERMOS,SCH_5200,46.5583,7.8344,17.0,-0.19053,2020.0,2909.296,CH 20
PERMOS,GEN_0102,46.0837,7.3025,0.0,-0.83748,2008.0,2888.0,CH 07
PERMOS,SCH_5200,46.5583,7.8344,2.0,0.18698,2012.0,2909.296,CH 20
PERMOS,GEN_0102,46.0837,7.3025,0.0,0.16961,2009.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,0.0,-0.52392,2010.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,0.0,-0.06256,2011.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,0.0,-0.08219,2012.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,0.0,0.01293,2013.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,0.0,0.33881,2014.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,0.0,-0.45159,2016.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,0.0,0.1418,2017.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,0.0,0.05496,2018.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,0.0,0.34187,2019.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,0.0,1.04779,2022.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,0.5,-0.14239,2003.0,2888.0,CH 07
PERMOS,SCH_5200,46.5583,7.8344,2.5,0.13983,2012.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,32.0,-0.50851,2005.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,77.0,-0.20763,2014.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,52.0,-0.42877,2004.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,32.0,-0.38652,2014.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,77.0,-0.12326,2016.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,72.0,-0.31794,2003.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,82.0,-0.30166,2005.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,52.0,-0.37802,2010.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,62.0,-0.34024,2011.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,22.0,-0.35916,2014.0,2909.296,CH 20
PERMOS,GEN_0102,46.0837,7.3025,0.5,-0.97192,2004.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,0.5,-1.9982,2006.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,0.5,-0.03944,2009.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,20.04,-0.52673,2003.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,20.04,-0.48283,2004.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,20.04,-0.45057,2005.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,20.04,-0.42895,2006.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,20.04,-0.47138,2007.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,20.04,-0.50941,2008.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,20.04,-0.48846,2009.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,20.04,-0.44648,2010.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,20.04,-0.39844,2011.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,20.04,-0.3794,2012.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,20.04,-0.34942,2013.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,20.04,-0.30774,2014.0,2888.0,CH 07
PERMOS,LAP_0198,46.1061,7.2843,3.6,0.48005,2011.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,3.15,0.67692,2003.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,13.5,-0.12072,2010.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,2.45,0.54665,2004.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,5.6,-0.03605,2017.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,3.6,0.32852,2016.0,2500.0,CH 08
PERMOS,GEN_0102,46.0837,7.3025,0.5,-0.49147,2010.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,0.5,-0.10316,2011.0,2888.0,CH 07
PERMOS,GEN_0102,46.0837,7.3025,0.5,-0.27292,2012.0,2888.0,CH 07
PERMOS,JFR_0195,46.5462,7.9732,2.2,-5.98209,2010.0,3590.0,CH 31
PERMOS,JFR_0195,46.5462,7.9732,2.2,-5.85071,2011.0,3590.0,CH 31
PERMOS,LAP_0198,46.1061,7.2843,1.7,0.96083,2014.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,0.7,1.44809,2003.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,1.7,1.45497,2022.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,0.2,1.77813,2023.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,1.7,1.40191,2023.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,6.7,-0.0549,2020.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,5.0,0.20541,2020.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,2.45,0.50751,2016.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,6.7,-0.08118,2009.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,2.45,0.70441,2019.0,2500.0,CH 08
PERMOS,LAP_0198,46.1061,7.2843,2.45,1.03642,2015.0,2500.0,CH 08
PERMOS,SCH_5200,46.5583,7.8344,3.0,-0.06026,2012.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,2.5,0.47792,2019.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,5.0,-0.13583,2012.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,12.0,-0.35558,2004.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,3.0,0.08099,2015.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,2.0,-0.17343,2006.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,17.0,-0.40302,2005.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,9.0,-0.08811,2019.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,9.0,-0.26191,2013.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,3.0,-0.2102,2009.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,9.0,-0.45342,2008.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,2.0,-0.0512,2014.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,32.0,-0.36875,2015.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,52.0,-0.43345,2006.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,52.0,-0.04549,2021.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,82.0,-0.4089,2008.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,87.0,-0.27636,2007.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,32.0,-0.18675,2023.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,32.0,-0.26979,2018.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,82.0,-0.27981,2014.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,52.0,-0.26148,2012.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,22.0,-0.44159,2006.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,77.0,-0.05447,2017.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,72.0,0.01483,2022.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,22.0,-0.47849,2004.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,52.0,-0.07554,2019.0,2909.296,CH 20
PERMOS,SCH_5200,46.5583,7.8344,52.0,-0.01264,2023.0,2909.296,CH 20
