cond,target,dset,xset,anchor,pseudo,r,resid,iw,lam,family_tag,n_cells,n_seed,range_viol,mono_viol,mono_viol_obs,n_pairs,E_iqr_pred,E_iqr_obs,E_iqr_ratio,E_med_pred,E_med_obs
covonly,Canada,alaska,x25,emap_cb,none,0.0,catboost_lo,0,0.5,residual,1152,3,0.0,0.46002526619743733,0.5381700054141851,1847,0.08764338389662418,1.0042392136289189,0.08727341325371676,1.3529819421334706,1.565576651943089
covonly,Canada,alaska,x25,emap_cb,none,0.0,catboost_lo,0,0.75,residual,1152,3,0.0,0.46652228839559645,0.5381700054141851,1847,0.1217035896132191,1.0042392136289189,0.1211898399918392,1.3497050795432977,1.565576651943089
covonly,Canada,alaska,x25,emap_cb,none,0.0,catboost_lo,0,1.0,residual,1152,3,0.0,0.4699512723335138,0.5381700054141851,1847,0.16346320627636998,1.0042392136289189,0.1627731760102051,1.3489841031995466,1.565576651943089
covonly,Canada,alaska,x25,emap_ridge,none,0.0,catboost_lo,0,0.0,analytic,1152,3,0.0,0.6031402273957769,0.5381700054141851,1847,0.3029421321154522,1.0042392136289189,0.30166331687122677,1.0755823684688102,1.565576651943089
covonly,Canada,alaska,x25,emap_ridge,none,0.0,catboost_lo,0,0.25,residual,1152,3,0.0,0.6000721891355351,0.5381700054141851,1847,0.2988600093916726,1.0042392136289189,0.2975984260878562,1.0998973821689857,1.565576651943089
covonly,Canada,alaska,x25,emap_ridge,none,0.0,catboost_lo,0,0.5,residual,1152,3,0.0,0.6015159718462372,0.5381700054141851,1847,0.2961260617641346,1.0042392136289189,0.2948760193241742,1.1220716945657554,1.565576651943089
covonly,Canada,alaska,x25,emap_ridge,none,0.0,catboost_lo,0,0.75,residual,1152,3,0.0,0.6145100162425555,0.5381700054141851,1847,0.2851698169853501,1.0042392136289189,0.28396602434479773,1.1152818389582249,1.565576651943089
covonly,Canada,alaska,x25,emap_ridge,none,0.0,catboost_lo,0,1.0,residual,1152,3,0.0,0.6181194730193106,0.5381700054141851,1847,0.2714979534415973,1.0042392136289189,0.27035187409234124,1.095547284947332,1.565576651943089
covonly,Canada,alaska,x25,ku_cal,none,0.0,catboost_lo,0,0.0,analytic,1152,3,0.0,0.4753654574986464,0.5381700054141851,1847,0.5099648063448698,1.0042392136289189,0.5078120824440434,2.397427726343739,1.565576651943089
covonly,Canada,alaska,x25,ku_cal,none,0.0,catboost_lo,0,0.25,residual,1152,3,0.0,0.5044215845515251,0.5381700054141851,1847,0.5580651334831565,1.0042392136289189,0.5557093627787469,2.3392257896436397,1.565576651943089
covonly,Canada,alaska,x25,ku_cal,none,0.0,catboost_lo,0,0.5,residual,1152,3,0.0,0.4970221981591771,0.5381700054141851,1847,0.6008389577346641,1.0042392136289189,0.5983026250921555,2.2806850174695157,1.565576651943089
covonly,Canada,alaska,x25,ku_cal,none,0.0,catboost_lo,0,0.75,residual,1152,3,0.0,0.49738314383685256,0.5381700054141851,1847,0.6374503816678893,1.0042392136289189,0.6347595005421054,2.2221828118353937,1.565576651943089
covonly,Canada,alaska,x25,ku_cal,none,0.0,catboost_lo,0,1.0,residual,1152,3,0.0,0.5154304277206281,0.5381700054141851,1847,0.6648121637438317,1.0042392136289189,0.6620057798195974,2.1637678403326124,1.565576651943089
